id,clean_title,raw_title,source_path,in_directory,created_at,updated_at,author,published,revision,subject,genre,summary,file_type,subtitle,publisher,edition,language,domain,subfield,topics,key_concepts,target_audience,media_type,is_collection,file_extension
71,Analog Synthesizers,Analog Synthesizers.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Audio Engineering & Sound Design,Technical Reference,"A comprehensive technical reference on Analog Synthesizers (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Audio Engineering & Sound Design and Synthesizers & Electronic Music Production.",PDF,,,1st Edition,en,Creative Arts & Music Technology,Synthesizers & Electronic Music Production,"audio-engineering, synthesizers, music-production, sound-design, midi, acoustics","Subtractive/Additive Synthesis, MIDI Protocol, DSP Modulation, Acoustic Treatments, Mixing Signal Chains",Practitioner / Musician,Book / Ebook,0,.pdf
72,Analyzing Your Projects Insights into Your Identit,Analyzing Your Projects Insights into Your Identit 1f1d337a29af802e9dbfca7f8933c343.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Analyzing Your Projects Insights into Your Identit (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
73,Anatomy 101,anatomy101.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Anatomy 101 (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
74,Andrew Ng Machine Learning Yearning,andrew-ng-machine-learning-yearning.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Artificial Intelligence & Machine Learning,Technical Reference,"A comprehensive technical reference on Andrew Ng Machine Learning Yearning (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Artificial Intelligence & Machine Learning and Deep Learning & Generative AI.",PDF,,,1st Edition,en,Computer Science & Artificial Intelligence,Deep Learning & Generative AI,"ai, machine-learning, deep-learning, llm, neural-networks, transformers, nlp, generative-ai","Model Architectures, Training Pipelines, Neural Optimization, Embeddings, Agentic Workflows",Advanced / Practitioner,Book / Ebook,0,.pdf
75,Android Programming,Android Programming,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,2016,1,Technical & Applied Sciences,Technical Reference,"Comprehensive resource bundle and reference collection focusing on Android Programming from Wiley, released in 2016. Covers key principles, curated documentation, and multi-part assets across General Technical Studies within General Science & Technology.",Directory / Folder,,Wiley,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Directory / Resource Pack,1,
76,"Annotated Follow Along Guide Hello, Python!","Annotated follow-along guide_Hello, Python!.py",/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Programming & Software Development,Technical Guide,"A comprehensive technical guide on Annotated Follow Along Guide Hello, Python! (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Programming & Software Development and Application & Web Engineering.",Python Script,,,1st Edition,en,Computer Science & Software Development,Application & Web Engineering,"programming, software-development, web-development, python, coding, applications","Syntax, Idiomatic Programming, Frameworks, Application Design, API Integration",Beginner / Intermediate,Book / Ebook,0,.py
77,Ansible for Kubernetes by Example Automate Your Kubernetes Cluster with an S,ansibleforkubernetesbyexample_automateyourkubernetesclusterwithans.epub,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,Example Automate Your Kubernetes,,1,Cloud Infrastructure & DevOps,Technical Guide,"A comprehensive technical guide on Ansible for Kubernetes by Example Automate Your Kubernetes Cluster with an S (1st Edition) by Example Automate Your Kubernetes. Explores foundational principles, technical methodologies, and practical applications in Cloud Infrastructure & DevOps and Containerization & System Administration.",EPUB,,,1st Edition,en,Information Security & Networks,Containerization & System Administration,"devops, cloud, linux, docker, kubernetes, sysadmin, aws, infrastructure","Infrastructure as Code, Container Orchestration, CI/CD Pipelines, Linux Administration",Intermediate / Practitioner,Book / Ebook,0,.epub
78,Applied Computational Thinking with Python,appliedcomputationalthinkingwithpython.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Programming & Software Development,Technical Guide,"A comprehensive technical guide on Applied Computational Thinking with Python (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Programming & Software Development and Application & Web Engineering.",PDF,,,1st Edition,en,Computer Science & Software Development,Application & Web Engineering,"programming, software-development, web-development, python, coding, applications","Syntax, Idiomatic Programming, Frameworks, Application Design, API Integration",Beginner / Intermediate,Book / Ebook,0,.pdf
79,Architecture 101,architecture101.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Systems Architecture & Ecosystems,Project Documentation,"System architecture blueprint and diagnostic specification for Architecture 101. Details functional protocols, instrumentation pipelines, and execution frameworks in Systems Architecture & Engineering.",PDF,,,1st Edition,en,Systems Architecture & Engineering,Cybernetic Diagnostics & Ecosystem Architecture,"system-architecture, cybernetics, diagnostics, technical-specification, documentation","Cybernetic Feedback Loops, Diagnostic Pipelines, Multi-Agent Instrumentation, System Design",Architect / Engineer,Project Documentation / Manifest,0,.pdf
80,Archive,archive.txt,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Archive (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",Text,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.txt
81,Artificial Intelligence a Modern Approach 3rd Edition,Artificial-Intelligence-A-Modern-Approach-3rd-ed.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,3,Artificial Intelligence & Machine Learning,Technical Reference,"A comprehensive technical reference on Artificial Intelligence a Modern Approach 3rd Edition (3rd Edition). Explores foundational principles, technical methodologies, and practical applications in Artificial Intelligence & Machine Learning and Deep Learning & Generative AI.",PDF,,,3rd Edition,en,Computer Science & Artificial Intelligence,Deep Learning & Generative AI,"ai, machine-learning, deep-learning, llm, neural-networks, transformers, nlp, generative-ai","Model Architectures, Training Pipelines, Neural Optimization, Embeddings, Agentic Workflows",Advanced / Practitioner,Book / Ebook,0,.pdf
82,Artificial Intelligence for Cybersecurity,artificialintelligenceforcybersecurity.zip,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Artificial Intelligence & Machine Learning,Technical Reference,"A comprehensive technical reference on Artificial Intelligence for Cybersecurity (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Artificial Intelligence & Machine Learning and Deep Learning & Generative AI.",ZIP Archive,,,1st Edition,en,Computer Science & Artificial Intelligence,Deep Learning & Generative AI,"ai, machine-learning, deep-learning, llm, neural-networks, transformers, nlp, generative-ai","Model Architectures, Training Pipelines, Neural Optimization, Embeddings, Agentic Workflows",Advanced / Practitioner,Book / Ebook,0,.zip
83,Ashley Kalym - Complete Calisthenics - Reedited 2016,Ashley Kalym - Complete Calisthenics - reedited 2016.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,2016,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Ashley Kalym - Complete Calisthenics - Reedited 2016 (Complete Calisthenics - Reedited 2016) (1st Edition), released in 2016. Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,Complete Calisthenics - Reedited 2016,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
84,Assembly Language Re Imagined Programming the Intel X 64 Microprocessor in L,assemblylanguagereimagined_programmingtheintelx64microprocessorinl.epub,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Assembly Language Re Imagined Programming the Intel X 64 Microprocessor in L (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",EPUB,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.epub
85,Astronomy 101,astronomy101.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Astronomy & Space Science,Field Guide / Educational,"A comprehensive field guide / educational on Astronomy 101 (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Astronomy & Space Science and Observational Astronomy & Stargazing.",PDF,,,1st Edition,en,Natural & Physical Sciences,Observational Astronomy & Stargazing,"astronomy, astrophysics, stargazing, night-sky, space, cosmos, telescopes","Celestial Navigation, Constellations, Optics, Planetary Motion, Deep Sky Exploration",General / Enthusiast,Book / Ebook,0,.pdf
86,Attractive Body Language BONUS,Attractive+Body+Language+BONUS.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Attractive Body Language BONUS (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
87,"Audio Power Amplifier Design Handbook, 5th Edition - (Malestrom)","Audio Power Amplifier Design Handbook, 5th Ed - (Malestrom).pdf",/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,5,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Audio Power Amplifier Design Handbook, 5th Edition - (Malestrom) ((Malestrom)) (5th Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,(Malestrom),,5th Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
88,Audio Transformer Design Tube Amplifier Pichkalyov Final Paper,audio_transformer_design_tube_amplifier_pichkalyov_final_paper.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Artificial Intelligence & Machine Learning,Technical Reference,"A comprehensive technical reference on Audio Transformer Design Tube Amplifier Pichkalyov Final Paper (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Artificial Intelligence & Machine Learning and Deep Learning & Generative AI.",PDF,,,1st Edition,en,Computer Science & Artificial Intelligence,Deep Learning & Generative AI,"ai, machine-learning, deep-learning, llm, neural-networks, transformers, nlp, generative-ai","Model Architectures, Training Pipelines, Neural Optimization, Embeddings, Agentic Workflows",Advanced / Practitioner,Book / Ebook,0,.pdf
89,"AutoCAD 2015 and AutoCAD LT 2015 Bible the Comprehensive, Tutorial Resource","Auto CAD  2015 and AutoCAD LT 2015 Bible + The Comprehensive , Tutorial Resource",/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,2015,1,Mechanical & Manufacturing Engineering,Practical Guide / Manual,"Structured educational course and instructional video curriculum covering AutoCAD 2015 and AutoCAD LT 2015 Bible the Comprehensive, Tutorial Resource. Designed to build practical mastery and hands-on proficiency in Machining, Fabrication & Toolmaking.",Directory / Folder,,,1st Edition,en,Engineering & Applied Physics,"Machining, Fabrication & Toolmaking","mechanical-engineering, machining, lathe, metalworking, fabrication, cnc, manufacturing","Precision Machining, Tooling Geometry, Fabrication, Metal Lathe Operations, CAD/CAM Modeling",Practitioner / Craftsman,Course / Video Series,0,
90,AutoCAD 2018 and AutoCAD LT 2018 Essentials,AutoCAD 2018 and AutoCAD LT 2018 Essentials,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,2018,1,Mechanical & Manufacturing Engineering,Practical Guide / Manual,"Comprehensive resource bundle and reference collection focusing on AutoCAD 2018 and AutoCAD LT 2018 Essentials, released in 2018. Covers key principles, curated documentation, and multi-part assets across Machining, Fabrication & Toolmaking within Engineering & Applied Physics.",Directory / Folder,,,1st Edition,en,Engineering & Applied Physics,"Machining, Fabrication & Toolmaking","mechanical-engineering, machining, lathe, metalworking, fabrication, cnc, manufacturing","Precision Machining, Tooling Geometry, Fabrication, Metal Lathe Operations, CAD/CAM Modeling",Practitioner / Craftsman,Directory / Resource Pack,1,
91,AutoCAD Pocket Reference,AutoCAD Pocket Reference,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Mechanical & Manufacturing Engineering,Practical Guide / Manual,"Comprehensive resource bundle and reference collection focusing on AutoCAD Pocket Reference. Covers key principles, curated documentation, and multi-part assets across Machining, Fabrication & Toolmaking within Engineering & Applied Physics.",Directory / Folder,,,1st Edition,en,Engineering & Applied Physics,"Machining, Fabrication & Toolmaking","mechanical-engineering, machining, lathe, metalworking, fabrication, cnc, manufacturing","Precision Machining, Tooling Geometry, Fabrication, Metal Lathe Operations, CAD/CAM Modeling",Practitioner / Craftsman,Directory / Resource Pack,1,
92,Automate the Boring Stuff with Python 3rd Edition,automatetheboringstuffwithpython3rdedition (1).pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,3,Programming & Software Development,Technical Guide,"A comprehensive technical guide on Automate the Boring Stuff with Python 3rd Edition (3rd Edition). Explores foundational principles, technical methodologies, and practical applications in Programming & Software Development and Application & Web Engineering.",PDF,,,3rd Edition,en,Computer Science & Software Development,Application & Web Engineering,"programming, software-development, web-development, python, coding, applications","Syntax, Idiomatic Programming, Frameworks, Application Design, API Integration",Beginner / Intermediate,Book / Ebook,0,.pdf
94,"Automation 2018: Advances in Automation, Robotics and Measurement Techniques","Automation 2018_ Advances in Automation, Robotics and Measurement Techniques.pdf",/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,2018,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Automation 2018: Advances in Automation, Robotics and Measurement Techniques (Advances in Automation, Robotics and Measurement Techniques) (1st Edition), released in 2018. Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,"Advances in Automation, Robotics and Measurement Techniques",,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
95,AWS Certification Paths,AWS_certification_paths.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Cloud Infrastructure & DevOps,Technical Guide,"A comprehensive technical guide on AWS Certification Paths (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Cloud Infrastructure & DevOps and Containerization & System Administration.",PDF,,,1st Edition,en,Information Security & Networks,Containerization & System Administration,"devops, cloud, linux, docker, kubernetes, sysadmin, aws, infrastructure","Infrastructure as Code, Container Orchestration, CI/CD Pipelines, Linux Administration",Intermediate / Practitioner,Book / Ebook,0,.pdf
96,AWS Certified Solutions Architect Professional Exam Guide Sap C02,awscertifiedsolutionsarchitect_professionalexamguidesap-c02.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Cloud Infrastructure & DevOps,Technical Guide,"A comprehensive technical guide on AWS Certified Solutions Architect Professional Exam Guide Sap C02 (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Cloud Infrastructure & DevOps and Containerization & System Administration.",PDF,,,1st Edition,en,Information Security & Networks,Containerization & System Administration,"devops, cloud, linux, docker, kubernetes, sysadmin, aws, infrastructure","Infrastructure as Code, Container Orchestration, CI/CD Pipelines, Linux Administration",Intermediate / Practitioner,Book / Ebook,0,.pdf
97,AWS Penetration Testing,awspenetrationtesting.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Cloud Infrastructure & DevOps,Technical Guide,"A comprehensive technical guide on AWS Penetration Testing (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Cloud Infrastructure & DevOps and Containerization & System Administration.",PDF,,,1st Edition,en,Information Security & Networks,Containerization & System Administration,"devops, cloud, linux, docker, kubernetes, sysadmin, aws, infrastructure","Infrastructure as Code, Container Orchestration, CI/CD Pipelines, Linux Administration",Intermediate / Practitioner,Book / Ebook,0,.pdf
98,Backend,backend 2.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Programming & Software Development,Technical Guide,"A comprehensive technical guide on Backend (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Programming & Software Development and Application & Web Engineering.",PDF,,,1st Edition,en,Computer Science & Software Development,Application & Web Engineering,"programming, software-development, web-development, python, coding, applications","Syntax, Idiomatic Programming, Frameworks, Application Design, API Integration",Beginner / Intermediate,Book / Ebook,0,.pdf
99,Backend Beginner,backend-beginner 2.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Programming & Software Development,Technical Guide,"A comprehensive technical guide on Backend Beginner (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Programming & Software Development and Application & Web Engineering.",PDF,,,1st Edition,en,Computer Science & Software Development,Application & Web Engineering,"programming, software-development, web-development, python, coding, applications","Syntax, Idiomatic Programming, Frameworks, Application Design, API Integration",Beginner / Intermediate,Book / Ebook,0,.pdf
102,Backpacking 101,backpacking101.epub,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"Comprehensive resource bundle and reference collection focusing on Backpacking 101. Covers key principles, curated documentation, and multi-part assets across General Technical Studies within General Science & Technology.",EPUB,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Collection / Resource Pack,1,.epub
103,Back to Basics,backtobasics.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Back to Basics (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
104,Backyard Medicine Updated and Expanded Second Edition,backyardmedicineupdatedandexpandedsecondedition.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Horticulture & Permaculture,Practical Guide / Manual,"A comprehensive practical guide / manual on Backyard Medicine Updated and Expanded Second Edition (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Horticulture & Permaculture and Sustainable Agriculture & Homesteading.",PDF,,,1st Edition,en,Agriculture & Homesteading,Sustainable Agriculture & Homesteading,"gardening, homesteading, permaculture, agriculture, greenhouse, beekeeping","Soil Ecology, Plant Cultivation, Greenhouse Systems, Crop Rotation, Animal Husbandry",Practitioner / Enthusiast,Book / Ebook,0,.pdf
105,Bacto2,Bacto2.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Bacto2 (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
106,Bandsaw Design,Bandsaw Design.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Bandsaw Design (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
107,"Barron's Mechanical Aptitude and Spatial Relations Test (Barron's Mechanical Aptitude & Spatial Relations Test), 3rd Edition","Barron's Mechanical Aptitude and Spatial Relations Test (Barron's Mechanical Aptitude & Spatial Relations Test), 3rd Edition.pdf",/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,3,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Barron's Mechanical Aptitude and Spatial Relations Test (Barron's Mechanical Aptitude & Spatial Relations Test), 3rd Edition (3rd Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,3rd Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
108,Bash Shell Scripting for Pentesters,bashshellscriptingforpentesters.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Cloud Infrastructure & DevOps,Technical Guide,"A comprehensive technical guide on Bash Shell Scripting for Pentesters (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Cloud Infrastructure & DevOps and Containerization & System Administration.",PDF,,,1st Edition,en,Information Security & Networks,Containerization & System Administration,"devops, cloud, linux, docker, kubernetes, sysadmin, aws, infrastructure","Infrastructure as Code, Container Orchestration, CI/CD Pipelines, Linux Administration",Intermediate / Practitioner,Book / Ebook,0,.pdf
109,Basic Engineering Design Process Tips to Streamline Your Engineering Design Process,Basic Engineering Design Process Tips to Streamline Your Engineering Design Process,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"Comprehensive resource bundle and reference collection focusing on Basic Engineering Design Process Tips to Streamline Your Engineering Design Process. Covers key principles, curated documentation, and multi-part assets across General Technical Studies within General Science & Technology.",Directory / Folder,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Directory / Resource Pack,1,
110,Basic Electronic Components,Basic-Electronic-Components.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Electrical & Embedded Engineering,Textbook / Technical Reference,"A comprehensive textbook / technical reference on Basic Electronic Components (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Electrical & Embedded Engineering and Circuit Design, Embedded Systems & Hardware.",PDF,,,1st Edition,en,Engineering & Applied Physics,"Circuit Design, Embedded Systems & Hardware","electronics, electrical-engineering, embedded-systems, arduino, raspberry-pi, circuits, sensors, pcb","Analog & Digital Circuits, Microcontrollers, Signal Processing, Sensor Interfacing, Hardware Design",Intermediate / Practitioner,Book / Ebook,0,.pdf
111,Basic Electromagnetic Theory,basicelectromagnetictheory.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Technical & Applied Sciences,Technical Reference,"A comprehensive technical reference on Basic Electromagnetic Theory (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Technical & Applied Sciences and General Technical Studies.",PDF,,,1st Edition,en,General Science & Technology,General Technical Studies,"technology, reference, engineering, science","General Methodologies, Practical Applications, Core Concepts",General / Practitioner,Book / Ebook,0,.pdf
112,Basic Fishing,basicfishing.pdf,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Survival & Bushcraft,Field Guide / Manual,"A comprehensive field guide / manual on Basic Fishing (1st Edition). Explores foundational principles, technical methodologies, and practical applications in Survival & Bushcraft and Wilderness Survival & Self-Reliance.",PDF,,,1st Edition,en,"Outdoor, Survival & Environmental Skills",Wilderness Survival & Self-Reliance,"survival, bushcraft, wilderness, foraging, prepping, first-aid, self-reliance","Wilderness Medicine, Shelter Construction, Foraging & Identification, Navigation, Emergency Preparedness",Practitioner / Enthusiast,Book / Ebook,0,.pdf
113,Bayesian Statistics for Beginners - A Step-by-Step Approach,Bayesian Statistics for Beginners - a step-by-step approach,/Users/sonic.design/Brain/01_Projects/CuredSounds/_app_devs/home_cc/_Book_list,0,2026-09-08 22:02:32,2026-09-09 01:00:03,,,1,Mathematics & Applied Statistics,Textbook,"Comprehensive resource bundle and reference collection focusing on Bayesian Statistics for Beginners - A Step-by-Step Approach (A Step-by-Step Approach). Covers key principles, curated documentation, and multi-part assets across Foundational & Advanced Mathematics within Formal Sciences & Mathematics.",Directory / Folder,A Step-by-Step Approach,,1st Edition,en,Formal Sciences & Mathematics,Foundational & Advanced Mathematics,"mathematics, statistics, calculus, linear-algebra, probability, math","Vector Spaces, Differential Operators, Probability Distributions, Proof Methods, Optimization",Academic / Practitioner,Directory / Resource Pack,1,
